Learning Rate	Train Loss	Test Loss	
0.00010000	0.00002406	0.00001141	
0.00010000	0.00002366	0.00001010	
0.00010000	0.00002314	0.00000996	
0.00010000	0.00001924	0.00000923	
0.00010000	0.00001977	0.00001018	
0.00010000	0.00002028	0.00000901	
0.00010000	0.00002394	0.00000957	
0.00010000	0.00001920	0.00001007	
0.00010000	0.00002069	0.00000923	
0.00010000	0.00002284	0.00001133	
0.00010000	0.00002057	0.00000898	
0.00010000	0.00002039	0.00001095	
0.00010000	0.00002226	0.00000924	
0.00010000	0.00002109	0.00001045	
0.00010000	0.00002211	0.00001107	
0.00010000	0.00002283	0.00001196	
0.00010000	0.00002156	0.00000954	
0.00010000	0.00002287	0.00001019	
0.00010000	0.00001927	0.00001257	
0.00010000	0.00002773	0.00000903	
0.00010000	0.00002062	0.00000964	
0.00010000	0.00001956	0.00000893	
0.00010000	0.00002332	0.00000935	
0.00010000	0.00002079	0.00000916	
0.00010000	0.00002037	0.00001091	
0.00010000	0.00002049	0.00000873	
0.00010000	0.00001978	0.00000918	
0.00010000	0.00002096	0.00000833	
0.00010000	0.00002581	0.00001762	
0.00010000	0.00002253	0.00000992	
0.00010000	0.00002169	0.00001088	
0.00010000	0.00002779	0.00001072	
0.00010000	0.00002077	0.00000859	
0.00010000	0.00002771	0.00001616	
0.00010000	0.00002199	0.00001156	
0.00010000	0.00002313	0.00000868	
0.00010000	0.00002623	0.00001875	
0.00010000	0.00002422	0.00000973	
0.00010000	0.00002185	0.00001054	
0.00010000	0.00002355	0.00001086	
0.00010000	0.00002007	0.00000908	
0.00010000	0.00002435	0.00000886	
0.00010000	0.00002372	0.00000916	
0.00010000	0.00002731	0.00001041	
0.00010000	0.00002014	0.00000985	
0.00010000	0.00002195	0.00000990	
0.00010000	0.00001790	0.00000805	
0.00001000	0.00001571	0.00000770	
0.00001000	0.00002012	0.00000749	
0.00001000	0.00001965	0.00000783	
0.00001000	0.00002154	0.00000744	
0.00001000	0.00002033	0.00000802	
0.00001000	0.00001753	0.00000851	
0.00001000	0.00002194	0.00000737	
0.00001000	0.00002057	0.00000793	
0.00001000	0.00001856	0.00000775	
0.00001000	0.00001913	0.00000741	
0.00001000	0.00001938	0.00000788	
0.00001000	0.00002052	0.00000770	
0.00001000	0.00001880	0.00000751	
0.00001000	0.00001816	0.00000767	
0.00001000	0.00002088	0.00000734	
0.00001000	0.00002001	0.00000793	
0.00001000	0.00002185	0.00000751	
0.00001000	0.00001645	0.00000826	
0.00001000	0.00001900	0.00000725	
0.00001000	0.00001701	0.00000751	
0.00001000	0.00001665	0.00000739	
0.00001000	0.00001878	0.00000760	
0.00001000	0.00001960	0.00000796	
0.00001000	0.00001987	0.00000745	
0.00001000	0.00001779	0.00000780	
0.00001000	0.00001774	0.00000727	
0.00001000	0.00002296	0.00000783	
0.00001000	0.00001796	0.00000753	
0.00001000	0.00002103	0.00000814	
0.00001000	0.00001948	0.00000784	
0.00001000	0.00001833	0.00000766	
0.00001000	0.00001878	0.00000742	
0.00001000	0.00002150	0.00000742	
0.00001000	0.00001654	0.00000720	
0.00001000	0.00002159	0.00000754	
0.00001000	0.00001770	0.00000740	
0.00001000	0.00002233	0.00000758	
0.00001000	0.00001973	0.00000794	
0.00001000	0.00002057	0.00000732	
0.00001000	0.00001715	0.00000732	
0.00001000	0.00002010	0.00000832	
0.00001000	0.00002319	0.00000734	
0.00001000	0.00001896	0.00000735	
0.00001000	0.00001997	0.00000763	
0.00001000	0.00001910	0.00000717	
0.00001000	0.00001809	0.00000866	
0.00001000	0.00001917	0.00000841	
0.00001000	0.00001827	0.00000722	
0.00001000	0.00001756	0.00000754	
0.00001000	0.00001902	0.00000720	
