Learning Rate	Train Loss	Test Loss	
0.00100000	0.00030196	0.00027790	
0.00100000	0.00030514	0.00036438	
0.00100000	0.00030043	0.00030694	
0.00100000	0.00029621	0.00029623	
0.00100000	0.00028955	0.00031520	
0.00100000	0.00030335	0.00028324	
0.00100000	0.00029136	0.00028923	
0.00100000	0.00029290	0.00029714	
0.00100000	0.00029130	0.00029352	
0.00100000	0.00029503	0.00030490	
0.00100000	0.00029128	0.00031896	
0.00100000	0.00028022	0.00029536	
0.00100000	0.00028362	0.00029122	
0.00100000	0.00027545	0.00030134	
0.00100000	0.00026872	0.00026816	
0.00100000	0.00025392	0.00031068	
0.00100000	0.00019721	0.00022202	
0.00100000	0.00014303	0.00014331	
0.00100000	0.00012704	0.00013591	
0.00100000	0.00011609	0.00011543	
0.00100000	0.00010970	0.00010712	
0.00100000	0.00010244	0.00010356	
0.00100000	0.00009606	0.00010864	
0.00100000	0.00009394	0.00010422	
0.00100000	0.00008737	0.00009032	
0.00100000	0.00009220	0.00009498	
0.00100000	0.00009004	0.00008653	
0.00100000	0.00008899	0.00008492	
0.00100000	0.00007885	0.00008280	
0.00100000	0.00008275	0.00007509	
0.00100000	0.00007597	0.00008458	
0.00100000	0.00007296	0.00007242	
0.00100000	0.00007621	0.00007151	
0.00100000	0.00007388	0.00011763	
0.00100000	0.00006947	0.00007503	
0.00100000	0.00007394	0.00007348	
0.00100000	0.00006570	0.00005916	
0.00100000	0.00006736	0.00006310	
0.00100000	0.00006673	0.00006609	
0.00100000	0.00007327	0.00006891	
0.00100000	0.00006273	0.00006827	
0.00100000	0.00006921	0.00006935	
0.00100000	0.00005804	0.00005248	
0.00100000	0.00005804	0.00006989	
0.00100000	0.00005876	0.00006506	
0.00100000	0.00006821	0.00008442	
0.00100000	0.00005468	0.00005906	
0.00100000	0.00006546	0.00007509	
0.00010000	0.00005252	0.00004820	
0.00010000	0.00005224	0.00005107	
0.00010000	0.00004581	0.00005158	
0.00010000	0.00004843	0.00004613	
0.00010000	0.00004946	0.00004698	
0.00010000	0.00005247	0.00005094	
0.00010000	0.00004587	0.00004802	
0.00010000	0.00004701	0.00005247	
0.00010000	0.00004895	0.00004502	
0.00010000	0.00004928	0.00004937	
0.00010000	0.00004683	0.00005105	
0.00010000	0.00004489	0.00005382	
0.00010000	0.00005020	0.00004768	
0.00010000	0.00005133	0.00004187	
0.00010000	0.00004587	0.00004729	
0.00010000	0.00005006	0.00004860	
0.00010000	0.00004788	0.00006388	
0.00010000	0.00004918	0.00004231	
0.00010000	0.00004774	0.00005175	
0.00010000	0.00004459	0.00006407	
0.00010000	0.00004552	0.00004207	
0.00010000	0.00004688	0.00004370	
0.00010000	0.00004533	0.00005198	
0.00010000	0.00004660	0.00004915	
0.00010000	0.00004805	0.00004699	
0.00010000	0.00004544	0.00004294	
0.00010000	0.00004531	0.00004347	
0.00010000	0.00004691	0.00005057	
0.00010000	0.00004478	0.00003986	
0.00010000	0.00004787	0.00003938	
0.00010000	0.00004835	0.00004558	
0.00010000	0.00004471	0.00003833	
0.00010000	0.00004750	0.00004033	
0.00010000	0.00004627	0.00004407	
0.00010000	0.00004448	0.00004477	
0.00010000	0.00004935	0.00004385	
0.00010000	0.00004260	0.00004498	
0.00010000	0.00004696	0.00003879	
0.00010000	0.00004583	0.00004257	
0.00010000	0.00004725	0.00004282	
0.00010000	0.00004562	0.00004807	
0.00010000	0.00004497	0.00003616	
0.00010000	0.00004502	0.00004099	
0.00010000	0.00004548	0.00005005	
0.00010000	0.00004545	0.00004189	
0.00010000	0.00004269	0.00004267	
0.00010000	0.00004514	0.00003691	
0.00010000	0.00004303	0.00004932	
0.00010000	0.00004386	0.00004554	
0.00010000	0.00004482	0.00004472	
0.00010000	0.00004432	0.00003695	
0.00010000	0.00004460	0.00004515	
0.00010000	0.00004355	0.00003569	
0.00010000	0.00004400	0.00003747	
0.00010000	0.00003930	0.00004806	
0.00010000	0.00003964	0.00003668	
0.00010000	0.00004010	0.00004209	
0.00010000	0.00004317	0.00004699	
0.00010000	0.00004269	0.00003667	
0.00010000	0.00004316	0.00004859	
0.00010000	0.00004323	0.00004181	
0.00010000	0.00003715	0.00003855	
0.00010000	0.00004394	0.00004671	
0.00010000	0.00004014	0.00004126	
0.00010000	0.00004170	0.00003720	
0.00010000	0.00003768	0.00003849	
0.00010000	0.00003778	0.00003560	
0.00010000	0.00003786	0.00003485	
0.00010000	0.00004073	0.00004172	
0.00010000	0.00004139	0.00003613	
0.00010000	0.00004207	0.00004168	
0.00010000	0.00004258	0.00003082	
0.00010000	0.00004189	0.00003926	
0.00010000	0.00003883	0.00003849	
0.00010000	0.00003903	0.00004177	
0.00010000	0.00004013	0.00003646	
0.00010000	0.00003806	0.00003309	
0.00010000	0.00004127	0.00003337	
0.00010000	0.00003613	0.00003546	
0.00010000	0.00003838	0.00003650	
0.00001000	0.00003775	0.00003094	
0.00001000	0.00003699	0.00003015	
0.00001000	0.00003915	0.00003713	
0.00001000	0.00003383	0.00003228	
0.00001000	0.00003863	0.00003007	
0.00001000	0.00003791	0.00003644	
0.00001000	0.00003684	0.00003509	
0.00001000	0.00003659	0.00003267	
0.00001000	0.00003936	0.00003525	
0.00001000	0.00003883	0.00003536	
0.00001000	0.00003552	0.00003493	
0.00001000	0.00003617	0.00003759	
0.00001000	0.00003833	0.00004513	
0.00001000	0.00003233	0.00003603	
0.00001000	0.00003333	0.00004285	
0.00001000	0.00003761	0.00002985	
0.00001000	0.00003554	0.00003497	
0.00001000	0.00003606	0.00002895	
0.00001000	0.00003563	0.00002717	
0.00001000	0.00003560	0.00003044	
0.00001000	0.00003398	0.00003211	
0.00001000	0.00003534	0.00003192	
0.00001000	0.00003670	0.00003028	
0.00001000	0.00003904	0.00003669	
0.00001000	0.00003352	0.00003680	
0.00001000	0.00003798	0.00003503	
0.00001000	0.00003399	0.00003782	
0.00001000	0.00003695	0.00004293	
0.00001000	0.00003504	0.00003488	
0.00001000	0.00003490	0.00003465	
0.00001000	0.00003849	0.00003646	
0.00001000	0.00003799	0.00003079	
0.00001000	0.00003326	0.00003310	
0.00001000	0.00003557	0.00003264	
0.00001000	0.00003666	0.00003463	
0.00001000	0.00003532	0.00003172	
0.00001000	0.00003416	0.00003157	
0.00001000	0.00003597	0.00004364	
0.00001000	0.00003348	0.00003559	
0.00001000	0.00003694	0.00003468	
0.00001000	0.00003686	0.00003735	
0.00001000	0.00003641	0.00003179	
0.00001000	0.00003477	0.00004124	
0.00001000	0.00003387	0.00003719	
0.00001000	0.00003628	0.00003621	
0.00001000	0.00003716	0.00003930	
0.00001000	0.00003552	0.00004055	
0.00001000	0.00003573	0.00002831	
0.00001000	0.00003670	0.00003089	
0.00001000	0.00003771	0.00003016	
