Learning Rate	Train Loss	Test Loss	
0.00100000	0.00093522	0.00081841	
0.00100000	0.00081737	0.00078726	
0.00100000	0.00078487	0.00077462	
0.00100000	0.00076207	0.00076649	
0.00100000	0.00075729	0.00071738	
0.00100000	0.00071206	0.00065889	
0.00100000	0.00021689	0.00011629	
0.00100000	0.00008874	0.00006871	
0.00100000	0.00008563	0.00007534	
0.00100000	0.00007233	0.00006548	
0.00100000	0.00006622	0.00004816	
0.00100000	0.00006102	0.00004241	
0.00100000	0.00005988	0.00004227	
0.00100000	0.00006379	0.00005365	
0.00100000	0.00005442	0.00004252	
0.00100000	0.00005293	0.00004242	
0.00100000	0.00005469	0.00005252	
0.00100000	0.00005555	0.00003968	
0.00100000	0.00004564	0.00003206	
0.00100000	0.00004234	0.00003118	
0.00100000	0.00005022	0.00003771	
0.00100000	0.00005017	0.00004315	
0.00100000	0.00004225	0.00004355	
0.00100000	0.00005156	0.00004095	
0.00100000	0.00004665	0.00002733	
0.00100000	0.00004173	0.00004059	
0.00100000	0.00005013	0.00003040	
0.00100000	0.00004418	0.00002734	
0.00100000	0.00003690	0.00003375	
0.00100000	0.00004474	0.00003208	
0.00100000	0.00003517	0.00002998	
0.00100000	0.00004220	0.00003438	
0.00100000	0.00003552	0.00002651	
0.00100000	0.00003895	0.00003326	
0.00100000	0.00004169	0.00002774	
0.00100000	0.00003964	0.00003264	
0.00100000	0.00003258	0.00003180	
0.00100000	0.00004210	0.00002657	
0.00100000	0.00003288	0.00003484	
0.00100000	0.00004049	0.00002331	
0.00100000	0.00003989	0.00006143	
0.00100000	0.00003416	0.00002479	
0.00100000	0.00004307	0.00003775	
0.00100000	0.00003565	0.00002206	
0.00100000	0.00003216	0.00002565	
0.00100000	0.00003439	0.00003133	
0.00100000	0.00004067	0.00002424	
0.00100000	0.00003891	0.00002550	
0.00100000	0.00004079	0.00003769	
0.00100000	0.00004100	0.00003005	
0.00100000	0.00003794	0.00002574	
0.00100000	0.00003503	0.00003509	
0.00100000	0.00005699	0.00002756	
0.00100000	0.00003664	0.00006634	
0.00100000	0.00003124	0.00001826	
0.00100000	0.00002951	0.00002854	
0.00100000	0.00003854	0.00002206	
0.00100000	0.00002918	0.00001597	
0.00100000	0.00003153	0.00002244	
0.00100000	0.00003060	0.00001943	
0.00100000	0.00003683	0.00002479	
0.00100000	0.00004040	0.00001920	
0.00100000	0.00003987	0.00003382	
0.00010000	0.00002595	0.00001173	
0.00010000	0.00002608	0.00001083	
0.00010000	0.00002653	0.00001117	
0.00010000	0.00002365	0.00001079	
0.00010000	0.00002165	0.00001056	
0.00010000	0.00002510	0.00001422	
0.00010000	0.00002297	0.00001048	
0.00010000	0.00002416	0.00001045	
0.00010000	0.00002049	0.00000997	
0.00010000	0.00002559	0.00001118	
0.00010000	0.00002523	0.00001143	
0.00010000	0.00002476	0.00001145	
0.00010000	0.00002391	0.00001120	
0.00010000	0.00002298	0.00001176	
0.00010000	0.00002248	0.00001059	
0.00010000	0.00002445	0.00001239	
0.00010000	0.00002209	0.00001260	
0.00010000	0.00002214	0.00001075	
0.00010000	0.00002447	0.00001081	
0.00010000	0.00002485	0.00000977	
0.00010000	0.00002246	0.00001013	
0.00010000	0.00002302	0.00001322	
0.00010000	0.00002593	0.00001115	
0.00010000	0.00002452	0.00000998	
0.00010000	0.00002286	0.00001023	
0.00010000	0.00002092	0.00001069	
0.00010000	0.00002767	0.00001392	
0.00010000	0.00002390	0.00001022	
0.00010000	0.00002316	0.00001150	
0.00010000	0.00002048	0.00001011	
0.00010000	0.00002029	0.00001139	
0.00010000	0.00002343	0.00001102	
0.00010000	0.00002077	0.00001037	
0.00010000	0.00002607	0.00000956	
0.00010000	0.00002241	0.00001588	
0.00010000	0.00002572	0.00001055	
0.00010000	0.00002447	0.00001051	
0.00010000	0.00002347	0.00001115	
0.00010000	0.00002155	0.00000949	
0.00010000	0.00002738	0.00001187	
0.00010000	0.00002257	0.00001064	
0.00010000	0.00002631	0.00001705	
0.00010000	0.00002421	0.00001301	
0.00010000	0.00002202	0.00001228	
0.00010000	0.00002380	0.00001024	
0.00010000	0.00002615	0.00001066	
0.00010000	0.00002075	0.00001021	
0.00010000	0.00002517	0.00001397	
0.00010000	0.00002261	0.00001330	
0.00010000	0.00002410	0.00001018	
0.00010000	0.00002395	0.00001012	
0.00010000	0.00002326	0.00000976	
0.00010000	0.00002756	0.00000935	
0.00010000	0.00002404	0.00001165	
0.00010000	0.00002295	0.00000985	
0.00010000	0.00002284	0.00001119	
0.00010000	0.00002599	0.00001135	
0.00010000	0.00002515	0.00001150	
0.00010000	0.00002191	0.00000921	
0.00010000	0.00002225	0.00000958	
0.00010000	0.00001884	0.00000990	
0.00010000	0.00002174	0.00001024	
0.00010000	0.00001996	0.00000901	
0.00010000	0.00002632	0.00001052	
0.00010000	0.00002527	0.00001112	
0.00010000	0.00002229	0.00001034	
0.00010000	0.00002521	0.00001198	
0.00010000	0.00002260	0.00001042	
0.00010000	0.00002049	0.00001005	
0.00010000	0.00002234	0.00000989	
0.00010000	0.00002148	0.00001279	
0.00010000	0.00002196	0.00000967	
0.00010000	0.00002377	0.00000976	
0.00010000	0.00002159	0.00001253	
0.00010000	0.00002239	0.00001102	
0.00010000	0.00002181	0.00001036	
0.00010000	0.00002462	0.00000876	
0.00010000	0.00002242	0.00001156	
0.00010000	0.00002250	0.00001712	
0.00010000	0.00001975	0.00001016	
0.00001000	0.00002292	0.00000855	
0.00001000	0.00002281	0.00000834	
0.00001000	0.00002144	0.00000823	
0.00001000	0.00002042	0.00000867	
0.00001000	0.00002514	0.00000820	
0.00001000	0.00002235	0.00000830	
0.00001000	0.00002266	0.00000818	
0.00001000	0.00002066	0.00000838	
0.00001000	0.00002324	0.00000796	
0.00001000	0.00002048	0.00000883	
0.00001000	0.00002168	0.00000803	
0.00001000	0.00002089	0.00000855	
0.00001000	0.00002006	0.00000804	
0.00001000	0.00002329	0.00000849	
0.00001000	0.00002014	0.00000901	
0.00001000	0.00002147	0.00000902	
0.00001000	0.00002116	0.00000950	
0.00001000	0.00001829	0.00000801	
0.00001000	0.00001989	0.00000892	
0.00001000	0.00001986	0.00000822	
0.00001000	0.00001971	0.00000879	
0.00001000	0.00002065	0.00000853	
0.00001000	0.00002381	0.00000837	
0.00001000	0.00002133	0.00000898	
0.00001000	0.00001858	0.00000804	
0.00001000	0.00002006	0.00000812	
0.00001000	0.00001992	0.00000817	
0.00001000	0.00001512	0.00000802	
0.00001000	0.00001702	0.00000802	
0.00001000	0.00001934	0.00000973	
0.00001000	0.00001896	0.00000797	
0.00001000	0.00002302	0.00000820	
0.00001000	0.00002046	0.00000875	
0.00001000	0.00001926	0.00000864	
0.00001000	0.00002201	0.00000821	
0.00001000	0.00001941	0.00000790	
0.00001000	0.00001759	0.00000815	
0.00001000	0.00001910	0.00000803	
0.00001000	0.00002132	0.00000867	
0.00001000	0.00002104	0.00000806	
0.00001000	0.00002059	0.00000915	
0.00001000	0.00002445	0.00000910	
0.00001000	0.00001962	0.00000863	
0.00001000	0.00001913	0.00000787	
0.00001000	0.00002310	0.00000820	
0.00001000	0.00001770	0.00000874	
0.00001000	0.00001882	0.00000799	
0.00001000	0.00001792	0.00000799	
0.00001000	0.00002228	0.00000904	
0.00001000	0.00001756	0.00000827	
