Learning Rate	Train Loss	Test Loss	
0.00010000	0.00002851	0.00001393	
0.00001000	0.00002604	0.00001385	
0.00001000	0.00003012	0.00001332	
0.00001000	0.00002663	0.00001304	
0.00001000	0.00002738	0.00001255	
0.00001000	0.00002504	0.00001353	
0.00001000	0.00002218	0.00001205	
0.00001000	0.00002284	0.00001261	
0.00001000	0.00002876	0.00001315	
0.00001000	0.00002489	0.00001217	
0.00001000	0.00002580	0.00001420	
0.00001000	0.00002815	0.00001369	
0.00001000	0.00002549	0.00001307	
0.00001000	0.00002560	0.00001257	
0.00001000	0.00002423	0.00001224	
0.00001000	0.00002453	0.00001214	
0.00001000	0.00002732	0.00001279	
0.00001000	0.00002570	0.00001389	
0.00001000	0.00002933	0.00001349	
0.00001000	0.00002230	0.00001234	
0.00001000	0.00002831	0.00001218	
0.00001000	0.00002525	0.00001222	
0.00001000	0.00002812	0.00001251	
0.00001000	0.00002462	0.00001231	
0.00001000	0.00002609	0.00001222	
0.00001000	0.00002828	0.00001217	
0.00001000	0.00002562	0.00001230	
0.00001000	0.00002511	0.00001235	
0.00001000	0.00002679	0.00001318	
0.00001000	0.00002420	0.00001204	
0.00001000	0.00002520	0.00001302	
0.00001000	0.00002270	0.00001223	
0.00001000	0.00002402	0.00001202	
0.00001000	0.00002401	0.00001242	
0.00001000	0.00002369	0.00001189	
0.00001000	0.00002314	0.00001204	
0.00001000	0.00002709	0.00001234	
0.00001000	0.00002943	0.00001223	
0.00001000	0.00002783	0.00001233	
0.00001000	0.00002406	0.00001211	
0.00001000	0.00002869	0.00001219	
0.00001000	0.00002951	0.00001200	
0.00001000	0.00002845	0.00001242	
0.00001000	0.00002539	0.00001215	
0.00001000	0.00002281	0.00001320	
0.00001000	0.00002493	0.00001352	
0.00001000	0.00002685	0.00001216	
0.00001000	0.00002379	0.00001219	
0.00001000	0.00002422	0.00001217	
0.00001000	0.00002756	0.00001228	
0.00001000	0.00002383	0.00001236	
